"Species","Species Name","Scientific Name Authorship","Taxon Rank","Kingdom","Phylum","Class","Order","Family","Genus","Vernacular Name","Conservation","Invasive"
"2492943","Sylvia communis","Latham, 1787","species","Animalia","Chordata","Aves","Passeriformes","Sylviidae","Sylvia","Common Whitethroat","",""
"5739317","Phoenicurus phoenicurus","(Linnaeus, 1758)","species","Animalia","Chordata","Aves","Passeriformes","Muscicapidae","Phoenicurus","Eurasian Redstart","",""
"9282206","Strix aluco","Linnaeus, 1758","species","Animalia","Chordata","Aves","Strigiformes","Strigidae","Strix","Tawny Owl","",""
"2481776","Arenaria interpres","(Linnaeus, 1758)","species","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Arenaria","Ruddy Turnstone","Listado de Especies Silvestres en Régimen de Protección Especial y Catálogo Español de Especies Amenazadas",""
"2481819","Gallinago gallinago","(Linnaeus, 1758)","species","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Gallinago","Common Snipe","",""
"2482054","Podiceps cristatus","(Linnaeus, 1758)","species","Animalia","Chordata","Aves","Podicipediformes","Podicipedidae","Podiceps","Great Crested Grebe","",""
"2490274","Anthus campestris","(Linnaeus, 1758)","species","Animalia","Chordata","Aves","Passeriformes","Motacillidae","Anthus","Tawny Pipit","Listado de Especies Silvestres en Régimen de Protección Especial y Catálogo Español de Especies Amenazadas",""
"2481714","Tringa totanus","(Linnaeus, 1758)","species","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Tringa","Ruksesjuolčoavžžu","",""
"9566659","Charadrius hiaticula","Linnaeus, 1758","species","Animalia","Chordata","Aves","Charadriiformes","Charadriidae","Charadrius","Common Ringed Plover","Listado de Especies Silvestres en Régimen de Protección Especial y Catálogo Español de Especies Amenazadas",""
"2480495","Circus pygargus","(Linnaeus, 1758)","species","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Circus","Niitohávut","Listado de Especies Silvestres en Régimen de Protección Especial y Catálogo Español de Especies Amenazadas",""
"2480934","Ardea purpurea","Linnaeus, 1766","species","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Ardea","Purporháigir","Listado de Especies Silvestres en Régimen de Protección Especial y Catálogo Español de Especies Amenazadas",""
"2481035","Falco subbuteo","Linnaeus, 1758","species","Animalia","Chordata","Aves","Falconiformes","Falconidae","Falco","Leahttofálli","",""
"2484596","Regulus regulus","(Linnaeus, 1758)","species","Animalia","Chordata","Aves","Passeriformes","Regulidae","Regulus","Gollegahpir","",""
"2490246","Anthus trivialis","(Linnaeus, 1758)","species","Animalia","Chordata","Aves","Passeriformes","Motacillidae","Anthus","Tree Pipit","Listado de Especies Silvestres en Régimen de Protección Especial y Catálogo Español de Especies Amenazadas",""
"7341881","Cyanopica cyanus","(Pallas, 1776)","species","Animalia","Chordata","Aves","Passeriformes","Corvidae","Cyanopica","Azure-Winged Magpie","Listado de Especies Silvestres en Régimen de Protección Especial y Catálogo Español de Especies Amenazadas",""
"2479529","Cyanoliseus patagonus","(Vieillot, 1818)","species","Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Cyanoliseus","Burrowing Parakeet","",""
"2480311","Charadrius alexandrinus","Linnaeus, 1758","species","Animalia","Chordata","Aves","Charadriiformes","Charadriidae","Charadrius","Kentish Plover","Listado de Especies Silvestres en Régimen de Protección Especial y Catálogo Español de Especies Amenazadas",""
"2480510","Aquila adalberti","C.L.Brehm, 1861","species","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Aquila","Iberiaørn","Listado de Especies Silvestres en Régimen de Protección Especial y Catálogo Español de Especies Amenazadas",""
"2481726","Tringa nebularia","(Gunnerus, 1767)","species","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Tringa","Stuoračoavžžu","",""
"2498259","Aythya nyroca","(Guldenstadt, 1770)","species","Animalia","Chordata","Aves","Anseriformes","Anatidae","Aythya","Vilgesčalbmefiehta","Listado de Especies Silvestres en Régimen de Protección Especial y Catálogo Español de Especies Amenazadas",""
"5229387","Philomachus pugnax","(Linnaeus, 1758)","species","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Philomachus","Brushane","",""
"9411857","Caprimulgus ruficollis","Temminck, 1820","species","Animalia","Chordata","Aves","Caprimulgiformes","Caprimulgidae","Caprimulgus","Rødhalsnattravn","Listado de Especies Silvestres en Régimen de Protección Especial y Catálogo Español de Especies Amenazadas",""
"9752617","Ardea alba","Linnaeus, 1758","species","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Ardea","Jievjaháigir","",""
"2474950","Grus grus","(Linnaeus, 1758)","species","Animalia","Chordata","Aves","Gruiformes","Gruidae","Grus","Eurasian Crane","",""
"2480801","Platalea leucorodia","Linnaeus, 1758","species","Animalia","Chordata","Aves","Pelecaniformes","Threskiornithidae","Platalea","Eurasian Spoonbill","",""
"2481058","Falco pelegrinoides","Temminck, 1829","species","Animalia","Chordata","Aves","Falconiformes","Falconidae","Falco","Barbary Falcon","",""
"2482515","Corvus cornix","Linnaeus, 1758","species","Animalia","Chordata","Aves","Passeriformes","Corvidae","Corvus","Nebelkraehe","",""
"2490613","Melanocorypha calandra","(Linnaeus, 1766)","species","Animalia","Chordata","Aves","Passeriformes","Alaudidae","Melanocorypha","Ádjoleivvoš","",""
"2492521","Saxicola rubetra","(Linnaeus, 1758)","species","Animalia","Chordata","Aves","Passeriformes","Muscicapidae","Saxicola","Whinchat","",""
"2493129","Acrocephalus schoenobaenus","(Linnaeus, 1758)","species","Animalia","Chordata","Aves","Passeriformes","Acrocephalidae","Acrocephalus","Sedge Warbler","Listado de Especies Silvestres en Régimen de Protección Especial y Catálogo Español de Especies Amenazadas",""
"2493662","Estrilda troglodytes","(Lichtenstein, 1823)","species","Animalia","Chordata","Aves","Passeriformes","Estrildidae","Estrilda","Black-Rumped Waxbill","",""
"2498151","Anas strepera","Linnaeus, 1758","species","Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas","Schnatterente","",""
"4408732","Luscinia svecica","(Linnaeus, 1758)","species","Animalia","Chordata","Aves","Passeriformes","Muscicapidae","Luscinia","Blaukehlchen","",""
"5231236","Oenanthe leucura","(Gmelin, 1789)","species","Animalia","Chordata","Aves","Passeriformes","Muscicapidae","Oenanthe","Black Wheatear","",""
"9809229","Sturnus vulgaris","Linnaeus, 1758","species","Animalia","Chordata","Aves","Passeriformes","Sturnidae","Sturnus","Common Starling","",""
"2480204","Pterocles alchata","(Linnaeus, 1766)","species","Animalia","Chordata","Aves","Pteroclidiformes","Pteroclididae","Pterocles","Pin-Tailed Sandgrouse","",""
"2480487","Circus cyaneus","(Linnaeus, 1766)","species","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Circus","Northern Harrier","Listado de Especies Silvestres en Régimen de Protección Especial y Catálogo Español de Especies Amenazadas",""
"2481121","Chlidonias hybrida","(Pallas, 1811)","species","Animalia","Chordata","Aves","Charadriiformes","Laridae","Chlidonias","Whiskered Tern","",""
"2481685","Limosa limosa","(Linnaeus, 1758)","species","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Limosa","Uferschnepfe","",""
"2481713","Tringa glareola","Linnaeus, 1758","species","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Tringa","Wood Sandpiper","",""
"2481909","Ciconia nigra","(Linnaeus, 1758)","species","Animalia","Chordata","Aves","Ciconiiformes","Ciconiidae","Ciconia","Black Stork","Listado de Especies Silvestres en Régimen de Protección Especial y Catálogo Español de Especies Amenazadas",""
"2491557","Emberiza schoeniclus","(Linnaeus, 1758)","species","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Emberiza","Rohrammer","",""
"2492950","Sylvia cantillans","(Pallas, 1764)","species","Animalia","Chordata","Aves","Passeriformes","Sylviidae","Sylvia","Subalpine Warbler","",""
"2493124","Acrocephalus melanopogon","(Temminck, 1823)","species","Animalia","Chordata","Aves","Passeriformes","Acrocephalidae","Acrocephalus","Moustached Warbler","Listado de Especies Silvestres en Régimen de Protección Especial y Catálogo Español de Especies Amenazadas",""
"2496464","Clamator glandarius","(Linnaeus, 1758)","species","Animalia","Chordata","Aves","Cuculiformes","Cuculidae","Clamator","Skiregiehka","Listado de Especies Silvestres en Régimen de Protección Especial y Catálogo Español de Especies Amenazadas",""
"2498261","Aythya fuligula","(Linnaeus, 1758)","species","Animalia","Chordata","Aves","Anseriformes","Anatidae","Aythya","Tufted Duck","",""
"2498388","Aix galericulata","(Linnaeus, 1758)","species","Animalia","Chordata","Aves","Anseriformes","Anatidae","Aix","Mandarin Duck","",""
"5228198","Gallinula angulata","Sundevall, 1850","species","Animalia","Chordata","Aves","Gruiformes","Rallidae","Gallinula","Dvergsivhøne","",""
"7745240","Lanius collurio","Linnaeus, 1758","species","Animalia","Chordata","Aves","Passeriformes","Laniidae","Lanius","Red-Backed Shrike","",""
"9367409","Sterna hirundo","Linnaeus, 1758","species","Animalia","Chordata","Aves","Charadriiformes","Laridae","Sterna","Common Tern","",""
"9813242","Falco columbarius","Linnaeus, 1758","species","Animalia","Chordata","Aves","Falconiformes","Falconidae","Falco","Cizášfálli","Listado de Especies Silvestres en Régimen de Protección Especial y Catálogo Español de Especies Amenazadas",""
"2474381","Fulica cristata","Gmelin, 1789","species","Animalia","Chordata","Aves","Gruiformes","Rallidae","Fulica","Knoppsothøne","",""
"2474831","Rallus aquaticus","Linnaeus, 1758","species","Animalia","Chordata","Aves","Gruiformes","Rallidae","Rallus","Luktevuonccis","",""
"2475365","Coracias garrulus","Linnaeus, 1758","species","Animalia","Chordata","Aves","Coraciiformes","Coraciidae","Coracias","Blauracke","Listado de Especies Silvestres en Régimen de Protección Especial y Catálogo Español de Especies Amenazadas",""
"2477872","Dryocopus martius","(Linnaeus, 1758)","species","Animalia","Chordata","Aves","Piciformes","Picidae","Dryocopus","Black Woodpecker","Listado de Especies Silvestres en Régimen de Protección Especial y Catálogo Español de Especies Amenazadas",""
"2479550","Agapornis roseicollis","(Stanley, 1814)","species",,,,,,,"Rosy-Faced Lovebird","",""
"2479977","Nymphicus hollandicus","(Kerr, 1792)","species","Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Nymphicus","Cockatiel","",""
"2480327","Pluvialis squatarola","(Linnaeus, 1758)","species","Animalia","Chordata","Aves","Charadriiformes","Charadriidae","Pluvialis","Duottarbižus","",""
"2480906","Ardeola ralloides","(Scopoli, 1769)","species","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Ardeola","Rallenreiher","Listado de Especies Silvestres en Régimen de Protección Especial y Catálogo Español de Especies Amenazadas",""
"2481037","Falco eleonorae","Gene, 1839","species","Animalia","Chordata","Aves","Falconiformes","Falconidae","Falco","Eleonora's Falcon","Listado de Especies Silvestres en Régimen de Protección Especial y Catálogo Español de Especies Amenazadas",""
"2481119","Chlidonias niger","(Linnaeus, 1758)","species","Animalia","Chordata","Aves","Charadriiformes","Laridae","Chlidonias","Black Tern","Listado de Especies Silvestres en Régimen de Protección Especial y Catálogo Español de Especies Amenazadas",""
"2481263","Gelochelidon nilotica","(Gmelin, 1789)","species","Animalia","Chordata","Aves","Charadriiformes","Laridae","Gelochelidon","Gull-Billed Tern","",""
"2481741","Calidris ferruginea","(Pontoppidan, 1763)","species","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Calidris","Curlew Sandpiper","",""
"2481749","Calidris minuta","(Leisler, 1812)","species","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Calidris","Uhcaviroš","Listado de Especies Silvestres en Régimen de Protección Especial y Catálogo Español de Especies Amenazadas",""
"2481759","Calidris alpina","(Linnaeus, 1758)","species","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Calidris","Dunlin","Listado de Especies Silvestres en Régimen de Protección Especial y Catálogo Español de Especies Amenazadas",""
"2481792","Numenius arquata","(Linnaeus, 1758)","species","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Numenius","Eurasian Curlew","",""
"2481835","Lymnocryptes minimus","(Brunnich, 1764)","species","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Lymnocryptes","Almmivierca","",""
"2481861","Phalacrocorax aristotelis","(Linnaeus, 1761)","species","Animalia","Chordata","Aves","Suliformes","Phalacrocoracidae","Phalacrocorax","European Shag","",""
"2487385","Remiz pendulinus","(Linnaeus, 1758)","species","Animalia","Chordata","Aves","Passeriformes","Remizidae","Remiz","Eurasian Penduline-Tit","",""
"2491534","Emberiza citrinella","Linnaeus, 1758","species","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Emberiza","Goldammer","Listado de Especies Silvestres en Régimen de Protección Especial y Catálogo Español de Especies Amenazadas",""
"2492949","Sylvia undata","(Boddaert, 1783)","species","Animalia","Chordata","Aves","Passeriformes","Sylviidae","Sylvia","Dartford Warbler","",""
"2492959","Sylvia conspicillata","Temminck, 1820","species","Animalia","Chordata","Aves","Passeriformes","Sylviidae","Sylvia","Spectacled Warbler","",""
"2493367","Panurus biarmicus","(Linnaeus, 1758)","species","Animalia","Chordata","Aves","Passeriformes","Panuridae","Panurus","Skávžátimali","",""
"2494441","Fringilla montifringilla","Linnaeus, 1758","species","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Fringilla","Brambling","",""
"2494632","Carduelis citrinella","(Pallas, 1764)","species","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Carduelis","Citril Finch","",""
"2497295","Asio flammeus","(Pontoppidan, 1763)","species","Animalia","Chordata","Aves","Strigiformes","Strigidae","Asio","Short-Eared Owl","Listado de Especies Silvestres en Régimen de Protección Especial y Catálogo Español de Especies Amenazadas",""
"2498111","Anas penelope","Linnaeus, 1758","species","Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas","Eurasian Wigeon","",""
"2498112","Anas acuta","Linnaeus, 1758","species","Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas","Common Pintail","",""
"2498390","Marmaronetta angustirostris","(Ménétries, 1832)","species","Animalia","Chordata","Aves","Anseriformes","Anatidae","Marmaronetta","Marbled Teal","",""
"5788860","Erythropygia galactotes","(Temminck, 1820)","species","Animalia","Chordata","Aves","Passeriformes","Muscicapidae","Erythropygia","Rufous-Tailed Scrub Robin","",""
"5844449","Aquila fasciata","Vieillot, 1822","species","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Aquila","Haukørn","",""
"5959092","Bubo bubo","(Linnaeus, 1758)","species","Animalia","Chordata","Aves","Strigiformes","Strigidae","Bubo","Eurasian Eagle Owl","Listado de Especies Silvestres en Régimen de Protección Especial y Catálogo Español de Especies Amenazadas",""
"8128385","Phylloscopus sibillatrix","(Bechstein, 1792)","species","Animalia","Chordata","Aves","Passeriformes","Phylloscopidae","Phylloscopus","Bliedervillchen","",""
